Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,InterSD,InterSK,IntraSD,Vol,Skew,Dim,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
BOS,Red Sox,110.709,394.455,431.776,95.7748,60.5704,22.3368,1.71602,11.1515,50.3542,47.8913,30.9498,1.47964,104.732,2.24201,3.53093,0.598649,6.34508,5.55929,2.08865,0.242803,0.299103,0.392943,0.692046,0.299858,0.0716802,0.242561,0.295515,0.15014,4.5696,0.299974,0.118743,,46.3912,-4.62645,-0.976749,-0.352702,-0.233959,0.852119,-6.896181598305702,0.3637388348579407,86.9085,427.0,3.846846846,427.0,3.846846846,1.67229,-1.52975,0.399596,1.67229,1.52975,4.46721,588.9199829101562,0.0,3B,/players/marcelo-mayer/29668/stats/batting,3,AL,Marcelo Mayer,691785,29668,29668
HOU,Astros,121.646,433.497,483.457,104.166,70.5608,20.4407,2.31904,10.8452,54.9975,49.4249,40.628,0.815416,128.1,6.14979,2.60837,0.574125,8.19968,7.39437,1.72915,0.240292,0.312588,0.373198,0.685786,0.302023,0.0840364,0.264967,0.317158,0.132906,4.78104,0.314041,0.131722,,52.794,-4.33019,0.440684,0.00151057,0.133232,0.846764,-3.7575947493314743,-4.605956107378006,93.1717,470.9,3.859836065,470.9,3.859836065,2.19348,-1.13826,0.338739,2.19348,1.13826,4.54835,350.6700134277344,0.0075188,OF,/players/cam-smith/35108/stats/batting,21,AL,Cam Smith,701358,35108,35108
MIN,Twins,129.936,476.239,539.829,117.48,76.5763,20.1872,1.01914,19.6976,60.2517,64.4707,55.1735,1.17608,100.417,4.32857,3.57452,0.51289,12.6046,0.729112,1.05389,0.246683,0.328161,0.417434,0.745595,0.325298,0.102206,0.186017,0.549443,0.170751,2.06875,0.271846,-0.783789,,69.151,5.36611,-2.35357,-1.17635,-1.96014,0.846194,3.0482712984085083,-13.357622146606445,107.872,607.0,4.669230769,607.0,4.669230769,2.48845,-1.97466,0.464748,2.48845,1.97466,4.38034,640.2999877929688,0.7480916,1B,/players/josh-bell/13145/stats/batting,8,AL,Josh Bell,605137,13145,13145
KCR,Royals,121.172,447.129,494.451,107.04,66.0241,20.3209,1.49686,19.1978,58.7243,63.892,37.6265,1.83098,110.643,6.41193,2.94581,0.338042,8.61207,3.5614,0.98645,0.239393,0.305756,0.420344,0.726099,0.313984,0.0760974,0.223769,0.340071,0.18095,3.76633,0.274305,-0.101011,,58.7963,0.373044,-1.78304,-0.406198,-0.507209,0.83353,-0.2740248590707779,-8.313437581062317,100.399,531.3,4.39090909,531.3,4.39090909,3.59501,0.82344,0.361871,3.59501,-0.82344,4.51751,167.33999633789062,0.10144928,OF,/players/jac-caglianone/35041/stats/batting,7,AL,Jac Caglianone,695506,35041,35041
TOR,Blue Jays,80.5885,282.407,315.362,72.706,51.1977,14.1953,1.12435,6.18861,36.5208,34.1633,24.9935,1.01729,50.3899,1.99108,2.64603,3.32416,6.65529,2.79899,1.09827,0.257451,0.319482,0.38142,0.700902,0.306591,0.0792533,0.159784,0.496002,0.123969,3.89212,0.291137,0.0148379,,35.6073,-1.65511,2.08328,-0.399379,-0.384541,0.824258,-1.7425214648246765,-1.0554559230804443,96.3465,313.4,3.869135802,313.4,3.869135802,2.42911,1.89032,1.04275,2.42911,-1.89032,3.60967,999.0,0.00625,OF,/players/nathan-lukes/18123/stats/batting,14,AL,Nathan Lukes,664770,18123,18123
MIN,Twins,74.5398,261.01,287.493,59.9146,33.2766,11.675,1.86088,13.1021,33.2999,35.7047,20.8846,0.375906,69.9253,2.70176,1.91347,0.983027,3.46576,3.28178,0.997769,0.229549,0.291442,0.439131,0.730573,0.313683,0.072644,0.243224,0.298671,0.209582,4.58473,0.260219,0.0612806,,34.116,0.146472,1.3601,-0.125156,-0.0638754,0.813583,-0.10790110751986504,-1.8351927995681763,99.8701,318.3,4.244,318.3,4.244,2.3067,0.407928,0.855962,2.3067,-0.407928,3.85872,696.27001953125,0.00746269,1B,/players/kody-clemens/20572/stats/batting,8,AL,Kody Clemens,665019,20572,20572
TBR,Rays,108.595,415.435,447.695,118.536,99.4584,15.4222,2.91822,0.736911,55.3482,32.1001,24.4442,0.415484,47.9914,0.845664,2.76837,4.20166,8.46487,41.5601,8.85243,0.285329,0.324302,0.341823,0.666124,0.294354,0.0546001,0.107197,0.509346,0.0564936,6.98885,0.318827,-0.21495,,46.1009,-6.79767,0.324211,3.86599,3.65104,0.797434,-3.2732577323913574,-4.0845659375190735,86.9139,451.0,4.137614678,451.0,4.137614678,1.32552,0.135357,2.62338,1.32552,-0.135357,1.50216,180.8699951171875,0.02608696,OF,/players/chandler-simpson/31912/stats/batting,12,AL,Chandler Simpson,802415,31912,31912
KCR,Royals,95.1689,349.406,389.434,80.4934,49.4311,17.1796,1.66943,12.2133,47.3031,42.8384,31.4587,0.166018,101.627,4.54709,3.58228,0.439273,5.04351,13.287,4.52919,0.230372,0.299488,0.393959,0.693447,0.302388,0.0807806,0.26096,0.309551,0.163587,5.65659,0.285513,0.129958,,42.6419,-3.3727,-0.279903,0.239687,0.369645,0.760914,-3.113207310438156,-2.6297530233860016,92.4331,391.2,4.117894736,391.2,4.117894736,3.03492,-0.493274,0.764368,3.03492,0.493274,3.98084,725.5,0.02439024,OF,/players/lane-thomas/16939/stats/batting,7,AL,Lane Thomas,657041,16939,16939
SEA,Mariners,76.5815,268.337,301.642,64.8847,45.5584,12.6944,1.42176,5.21012,35.9993,26.326,19.4008,0.151236,65.5328,8.14341,2.32081,3.43989,4.61511,16.1737,4.06972,0.241803,0.309954,0.357956,0.667911,0.295768,0.0643173,0.217254,0.296047,0.116153,6.52279,0.2985,-0.174821,,31.4076,-4.23365,0.973798,1.08653,0.911706,0.72695,-0.9302903413772583,-2.346535623073578,94.8189,286.6,3.722077922,286.6,3.722077922,2.27495,0.411762,1.42103,2.27495,-0.411762,3.10529,725.489990234375,0.0,OF,/players/victor-robles/18363/stats/batting,11,AL,Victor Robles,645302,18363,18363
TEX,Rangers,73.972,251.321,272.493,55.4712,33.5898,11.06,0.725908,10.0955,27.5149,34.5984,16.8019,0.0640544,67.2225,1.20906,2.39087,0.770098,3.42054,2.10579,0.547826,0.220719,0.270431,0.391012,0.661443,0.285844,0.0616601,0.246694,0.249945,0.170293,3.66865,0.257241,-0.559022,,26.177,-6.02009,-1.49896,-0.143416,-0.702438,0.723133,-6.20829701423645,3.8974231481552124,82.8566,243.6,3.291891891,243.6,3.291891891,3.16633,0.988971,0.885614,3.16633,-0.988971,3.81918,999.0,0.22826087,C,/players/kyle-higashioka/5517/stats/batting,13,AL,Kyle Higashioka,543309,5517,5517
KCR,Royals,117.85,401.346,444.285,94.033,64.4192,18.0134,4.27478,7.32559,50.8162,39.7092,27.488,0.295193,87.0588,4.08452,3.29533,8.07093,7.03296,8.28937,2.96424,0.234294,0.287945,0.355236,0.643181,0.281812,0.0618702,0.195953,0.31574,0.120942,5.95231,0.279469,0.692514,,41.2258,-11.2698,1.09834,-0.18779,0.504724,0.722608,-10.8907790184021,2.917019844055176,78.2986,366.0,3.101694915,366.0,3.101694915,1.81987,-1.1755,0.609196,1.81987,1.1755,4.18774,999.0,0.0,OF,/players/kyle-isbel/21614/stats/batting,7,AL,Kyle Isbel,664728,21614,21614
MIN,Twins,103.353,376.699,426.385,92.4608,60.3226,17.8929,1.0279,13.2173,50.0759,48.7481,42.3313,1.31364,100.029,3.08819,4.0715,0.195125,8.32417,3.39651,1.48962,0.24545,0.323518,0.403669,0.727187,0.317224,0.0992795,0.234597,0.423191,0.158219,3.60232,0.29621,-0.145602,,51.824,1.44334,-0.850914,-0.620125,-0.765727,0.721902,0.3950778841972351,-8.014704763889313,102.31,456.2,4.429126213,456.2,4.429126213,2.36786,0.200263,0.406917,2.36786,-0.200263,4.45744,748.2999877929688,0.5625,DH/OF,/players/trevor-larnach/21501/stats/batting,8,AL,Trevor Larnach,663616,21501,21501
DET,Tigers,54.685,175.378,195.184,36.4551,22.0225,7.62303,0.727525,6.0821,21.7384,21.9405,15.7208,0.128337,55.8983,1.83827,1.34301,0.903118,2.80158,0.850997,0.224659,0.207866,0.278022,0.363668,0.64169,0.281379,0.0805437,0.286388,0.28124,0.155802,3.82527,0.26471,-0.0403477,,18.0427,-5.0197,1.32683,-0.18226,-0.222607,0.717138,-5.254965156316757,5.5463478565216064,78.1246,167.8,3.05090909,167.8,3.05090909,1.6332,0.509806,1.10841,1.6332,-0.509806,3.52211,999.0,0.02173913,C,/players/jake-rogers/19452/stats/batting,6,AL,Jake Rogers,668670,19452,19452
CHW,White Sox,109.279,382.463,428.259,97.2677,71.0849,17.5335,0.347999,8.3012,41.6346,43.8076,36.3871,0.423017,78.036,5.34437,3.50318,0.560932,8.80622,0.88646,0.608534,0.254319,0.324994,0.367096,0.69209,0.306289,0.0849653,0.182217,0.466286,0.112777,2.04034,0.296922,-0.372636,,48.2495,-2.35257,-1.92257,-0.813898,-1.18653,0.71044,-3.6602439880371094,-3.8900511264801025,95.1128,410.7,3.767889908,410.7,3.767889908,2.10194,-0.328163,0.781669,2.10194,0.328163,3.95777,476.0299987792969,0.28712871,C/DH,/players/edgar-quero/28022/stats/batting,4,AL,Edgar Quero,700337,28022,28022
CHW,White Sox,90.34,315.683,345.35,75.6753,49.1943,14.2338,1.22793,11.0193,37.3064,37.6978,23.0039,0.417398,82.0064,1.70519,1.94916,3.00893,4.83864,6.8004,1.85749,0.239719,0.293229,0.397306,0.690535,0.299702,0.0666103,0.237459,0.280513,0.157587,4.59658,0.287864,0.0623449,,37.0615,-3.7442,-0.603184,0.114275,0.17662,0.686222,-3.6652655005455017,-1.31574285030365,90.5876,342.0,3.8,342.0,3.8,2.84806,1.20804,0.836876,2.84806,-1.20804,3.88417,747.989990234375,0.0,OF,/players/brooks-baldwin/31394/stats/batting,4,AL,Brooks Baldwin,681460,31394,31394
BAL,Orioles,76.7741,264.686,299.49,59.4721,40.0422,11.1508,1.19101,7.08809,33.2792,29.1241,24.1709,0.0307228,91.2509,6.69853,1.99684,1.93773,4.38736,5.29787,2.36361,0.22469,0.303616,0.356155,0.659771,0.292929,0.0807069,0.304688,0.264884,0.131466,4.79262,0.311173,0.293721,,30.4933,-4.89371,-0.342573,-0.376297,-0.0825754,0.684345,-4.397350385785103,0.7781708836555481,87.7763,265.7,3.45064935,265.7,3.45064935,3.10615,1.17587,0.90204,3.10615,-1.17587,3.79728,745.4600219726562,0.01315789,3B,/players/blaze-alexander/23789/stats/batting,2,AL,Blaze Alexander,677942,23789,23789
TEX,Rangers,100.773,341.857,397.432,78.1258,46.821,13.9963,1.03837,16.27,47.8851,49.0908,44.552,1.69939,90.0006,8.03899,2.67237,0.311452,6.08574,3.08176,0.99124,0.228533,0.329161,0.418329,0.747491,0.326411,0.1121,0.226455,0.495019,0.189796,3.64591,0.259616,-0.374209,,51.2693,4.30968,-0.650652,-0.434645,-0.808853,0.670008,4.250836908817291,-11.381160020828247,110.802,453.4,4.48910891,453.4,4.48910891,2.61096,-0.840324,0.40961,2.61096,0.840324,4.45385,999.0,0.94252874,OF,/players/joc-pederson/11899/stats/batting,13,AL,Joc Pederson,592626,11899,11899
LAA,Angels,58.1359,208.091,229.431,50.3429,35.9137,9.70384,0.24031,4.48503,25.1522,21.452,16.3821,0.174811,46.9007,3.10844,1.67539,0.17417,4.28238,3.66333,1.16731,0.241928,0.304608,0.35553,0.660138,0.291642,0.0714032,0.204422,0.349292,0.113602,3.98966,0.289543,0.124636,,23.1202,-3.98879,1.50293,-0.109975,0.0146607,0.62888,-4.2397772297263145,2.4898030161857605,84.2668,200.4,3.455172413,200.4,3.455172413,5.04391,0.551777,1.29998,5.04391,-0.551777,3.2667,999.0,0.03225806,2B,/players/vaughn-grissom/26031/stats/batting,1,AL,Vaughn Grissom,687093,26031,26031
BAL,Orioles,55.3679,189.05,210.856,42.8274,24.7116,9.26658,0.938681,7.91048,24.7273,24.6607,18.0928,0.343181,60.2939,2.56659,1.03553,0.110411,2.4717,1.73357,0.631304,0.22654,0.301249,0.411016,0.712265,0.30959,0.0858064,0.285949,0.300076,0.184477,4.08626,0.286483,0.0460058,,24.3209,-0.593267,-1.299,-0.209075,-0.163069,0.622496,-0.3487369269132614,-0.8243055641651154,99.2529,222.8,4.05090909,222.8,4.05090909,2.46353,1.32364,1.13214,2.46353,-1.32364,3.49048,466.510009765625,0.1097561,1B,/players/coby-mayo/28312/stats/batting,2,AL,Coby Mayo,691723,28312,28312
ATH,Athletics,66.5908,234.214,256.748,54.4856,30.4113,12.9436,0.898515,10.2322,30.6246,31.4362,15.2727,0.00583989,78.8158,3.90029,2.37646,0.984605,3.69641,4.26144,1.31386,0.232632,0.287995,0.426631,0.714625,0.307651,0.0594851,0.306977,0.193777,0.193999,4.99874,0.299936,-0.126647,,29.2103,-1.12651,0.666099,-0.0130614,-0.139708,0.604924,-1.3388397097587585,-1.4381084442138672,96.0484,267.6,3.99402985,267.6,3.99402985,1.74344,-2.30443,0.987959,1.74344,2.30443,3.68272,748.3800048828125,0.02040816,OF,/players/colby-thomas/31855/stats/batting,10,AL,Colby Thomas,687515,31855,31855
CHW,White Sox,110.982,410.259,449.156,100.552,64.112,20.8775,2.04882,13.5133,52.8886,52.5904,29.3691,1.07739,109.541,4.81351,4.32194,0.393076,7.0533,5.54775,1.18131,0.245093,0.300235,0.404785,0.70502,0.304964,0.0653873,0.243882,0.268111,0.159692,4.70295,0.298561,-0.290946,,50.1207,-2.95054,-0.385068,-0.0160153,-0.306961,0.603294,-3.384548842906952,-5.920248717069626,94.2027,470.1,4.235135135,470.1,4.235135135,2.46127,0.700316,0.307551,2.46127,-0.700316,4.58993,587.9299926757812,0.3960396,OF,/players/austin-hays/19363/stats/batting,4,AL,Austin Hays,669720,19363,19363
BOS,Red Sox,50.525,181.001,195.954,47.723,31.3274,9.52616,1.32583,5.54367,23.6039,24.774,11.0513,0.306854,48.8977,1.67546,1.97295,0.252822,3.56984,5.02517,1.78289,0.263661,0.308889,0.422825,0.731714,0.315284,0.0563976,0.249537,0.226009,0.159164,5.47851,0.32816,-0.115997,,23.508,0.354604,-0.0662327,-0.0138971,-0.129894,0.588933,-0.699188157916069,-0.28900589793920517,97.535,221.8,4.349019607,221.8,4.349019607,4.00277,0.191729,1.46972,4.00277,-0.191729,3.04038,999.0,0.04672897,1B/2B,/players/romy-gonzalez/21562/stats/batting,3,AL,Romy Gonzalez,663853,21562,21562
DET,Tigers,83.3889,293.44,324.663,71.2304,48.1569,13.538,1.61011,7.92544,37.4536,32.2905,24.7867,0.240232,76.0662,3.43135,2.73722,0.268062,4.89901,4.23749,1.08155,0.242743,0.306566,0.380879,0.687444,0.301069,0.0763459,0.234293,0.325857,0.138136,4.65223,0.298348,0.0550218,,35.2019,-3.1596,-0.709772,-0.0980324,-0.0430106,0.586279,-3.223662294447422,-2.22044038772583,91.6879,320.6,3.862650602,320.6,3.862650602,1.86207,0.0303987,0.888019,1.86207,-0.0303987,3.81597,999.0,0.03030303,OF,/players/matt-vierling/21558/stats/batting,6,AL,Matt Vierling,663837,21558,21558
NYY,Yankees,59.1714,205.574,230.433,49.8644,32.8687,9.36636,0.541793,7.08757,30.1114,24.9873,21.3912,0.564127,58.7447,1.47217,1.87854,0.117895,2.95932,10.5698,2.2873,0.242562,0.315775,0.396827,0.712601,0.311176,0.0928303,0.254931,0.364139,0.154264,5.62625,0.302054,-0.171392,,26.8759,-0.351532,0.0140496,0.813073,0.641682,0.568792,0.224969744682312,-2.4644701220095158,98.4699,252.9,4.286440677,252.9,4.286440677,8.59754,0.937549,1.34013,8.59754,-0.937549,3.21316,403.4599914550781,0.13043478,OF,/players/jasson-dominguez/28080/stats/batting,9,AL,Jasson Domínguez,691176,28080,28080
CHW,White Sox,102.62,336.068,363.579,82.4362,61.3214,14.9718,1.50557,4.63744,42.2651,29.0121,21.2525,0.168923,68.0083,1.75574,2.3316,2.17115,6.81614,19.5462,4.368,0.245296,0.29176,0.340203,0.631963,0.278306,0.0584537,0.187052,0.312499,0.0949071,6.21512,0.292747,-0.0300031,,32.7019,-10.2577,0.284441,1.56486,1.53486,0.56836,-8.825720429420471,2.0757763385772705,75.8898,320.9,3.11553398,320.9,3.11553398,3.19196,0.441913,1.46046,3.19196,-0.441913,3.05272,397.0799865722656,0.0,2B,/players/luisangel-acuna/26548/stats/batting,4,AL,Luisangel Acuña,682668,26548,26548
LAA,Angels,115.429,430.344,473.471,102.112,64.2089,22.4475,2.03849,13.4169,56.8305,49.6342,37.0484,1.95811,127.701,2.2923,2.94483,0.841912,4.86883,21.0191,4.03865,0.237279,0.299288,0.392446,0.691735,0.300096,0.0782485,0.269713,0.290118,0.155167,6.13311,0.303572,-0.393087,,50.9625,-4.98177,-1.47682,1.87925,1.48617,0.565698,-4.043827414512634,-6.723162531852722,90.0903,484.3,4.211304347,484.3,4.211304347,2.49434,-1.36892,0.939005,2.49434,1.36892,3.74799,298.1499938964844,0.03738318,OF,/players/josh-lowe/19953/stats/batting,1,AL,Josh Lowe,666139,19953,19953
TBR,Rays,91.9207,286.809,315.363,63.7589,44.9517,11.3812,0.484522,6.94146,29.803,29.8995,17.571,0.142759,57.071,5.66459,2.18188,3.1374,6.36031,2.0918,0.816907,0.222305,0.278627,0.337973,0.6166,0.272258,0.0557168,0.180969,0.30788,0.115668,3.10045,0.252547,0.178628,,26.8167,-10.4459,-1.62022,-0.365386,-0.186757,0.554925,-10.721858218312263,5.472421884536743,71.7354,242.1,2.631521739,242.1,2.631521739,1.90929,-0.521528,0.8292,1.90929,0.521528,3.8944,999.0,0.03191489,C,/players/nick-fortes/21538/stats/batting,12,AL,Nick Fortes,663743,21538,21538
LAA,Angels,60.3154,202.584,221.092,44.0748,26.917,9.42181,0.548792,7.18725,21.8797,24.6283,14.0156,0.00486879,63.4103,3.14637,1.22075,0.125841,3.85579,0.262312,0.176449,0.217564,0.277132,0.375924,0.653055,0.285211,0.0633927,0.286805,0.221031,0.15836,2.56463,0.27692,-0.249528,,21.1256,-4.99813,-0.743036,-0.310759,-0.560287,0.552066,-5.81441867351532,3.600666344165802,79.837,192.0,3.2,192.0,3.2,2.03425,-0.202955,1.08902,2.03425,0.202955,3.54798,999.0,0.04918033,C,/players/travis-darnaud/7739/stats/batting,1,AL,Travis d'Arnaud,518595,7739,7739
DET,Tigers,98.7695,364.529,403.664,86.0884,54.4123,16.8523,3.88272,10.941,48.5456,42.1549,32.0564,0.320337,87.8756,2.9159,3.26444,0.898411,4.51891,9.09396,2.92133,0.236163,0.300573,0.393738,0.694312,0.302168,0.0794136,0.217695,0.364793,0.157575,5.97078,0.279382,0.404447,,44.1278,-3.56825,-1.22121,0.0344837,0.438931,0.549363,-3.1554999947547913,-5.3685044050216675,92.445,405.8,4.098989898,405.8,4.098989898,2.64143,0.293935,0.589925,2.64143,-0.293935,4.21343,748.3200073242188,0.00877193,OF,/players/wenceel-perez/22857/stats/batting,6,AL,Wenceel Pérez,672761,22857,22857
SEA,Mariners,46.4285,131.575,155.356,28.4423,21.2819,4.9391,0.21649,2.00486,18.2395,12.4957,19.6069,0.206923,38.4941,1.61247,1.00545,1.55638,1.99934,6.29841,1.53739,0.216168,0.322899,0.30271,0.625609,0.286276,0.126206,0.24778,0.509349,0.0865414,5.30866,0.28711,-0.0684181,,14.9788,-3.37772,0.527842,0.350879,0.282461,0.544817,-1.8634756803512573,1.841405212879181,88.2803,129.9,2.823913043,129.9,2.823913043,2.4429,0.616615,1.5575,2.4429,-0.616615,2.92333,999.0,0.08,2B/SS,/players/leo-rivas/21009/stats/batting,11,AL,Leo Rivas,660844,21009,21009
SEA,Mariners,89.7465,301.604,341.219,66.0119,40.4531,13.1162,0.872249,11.5703,40.1278,38.281,25.0167,0.18079,102.634,10.4295,1.96216,2.20587,4.50738,5.78649,1.66238,0.218869,0.299275,0.383229,0.682504,0.300381,0.0733157,0.300786,0.243747,0.164359,4.8536,0.2875,-0.304766,,36.8064,-3.51118,0.288472,-0.0233435,-0.32811,0.542616,-1.1338373124599457,-5.306834548711777,97.9965,334.6,3.717777777,334.6,3.717777777,1.76451,1.2495,0.627032,1.76451,-1.2495,4.16396,748.010009765625,0.05063291,1B/OF,/players/luke-raley/19354/stats/batting,11,AL,Luke Raley,670042,19354,19354
ATH,Athletics,49.8222,174.578,193.096,44.0495,31.6073,9.01002,0.890344,2.54181,20.853,17.5009,13.9236,0.128934,29.7804,1.25741,1.75593,1.58073,3.51712,3.46666,1.17705,0.252319,0.309273,0.357808,0.667081,0.293682,0.0721071,0.154226,0.467543,0.105489,4.79352,0.288224,-0.0394959,,19.7786,-3.03722,0.69975,-0.0967218,-0.136218,0.529662,-3.2280567437410355,1.8697553277015686,86.4525,179.3,3.586,179.3,3.586,2.13116,0.930321,1.52421,2.13116,-0.930321,2.96773,999.0,0.0,3B/SS,/players/darell-hernaiz/26224/stats/batting,10,AL,Darell Hernaiz,687231,26224,26224
ATH,Athletics,43.2651,139.926,152.807,31.7057,21.1952,6.02396,0.0774939,4.40908,15.4712,17.6181,9.53206,0.068158,42.1816,1.27791,0.942954,1.12843,2.60168,0.695668,0.205613,0.226589,0.280301,0.365278,0.645579,0.282416,0.0623796,0.276044,0.225977,0.138689,2.58319,0.289533,-0.0892145,,14.2541,-3.80123,0.752002,-0.155906,-0.245121,0.529206,-4.089576616883278,4.090360581874847,78.7134,129.1,3.002325581,129.1,3.002325581,1.91877,1.08816,1.43384,1.91877,-1.08816,3.08822,999.0,0.02702703,C,/players/austin-wynns/15271/stats/batting,10,AL,Austin Wynns,642851,15271,15271
TBR,Rays,67.8286,239.971,262.154,59.6595,43.9475,12.1401,0.951312,2.62051,28.1912,23.9053,17.1131,0.299411,55.8471,2.53087,1.5146,1.02395,5.03914,5.06831,1.39313,0.248611,0.303694,0.33989,0.643583,0.284778,0.0652789,0.213032,0.306428,0.0912788,4.79244,0.311657,-0.09722,,24.9569,-6.01858,0.705026,0.0253178,-0.0719022,0.517465,-6.164630323648453,2.349900484085083,80.3361,231.4,3.402941176,231.4,3.402941176,1.92919,-0.561392,1.30502,1.92919,0.561392,3.25998,999.0,0.0,3B,/players/ben-williamson/33197/stats/batting,12,AL,Ben Williamson,810938,33197,33197
BOS,Red Sox,60.4761,201.174,221.05,46.8469,31.572,9.81635,0.821047,4.63758,23.4892,20.5666,14.7869,0.129517,54.0061,2.67415,1.306,1.10968,3.89616,3.06836,1.36292,0.232868,0.292388,0.358984,0.651372,0.286451,0.066894,0.244316,0.273801,0.126116,4.27319,0.293455,-0.0281839,,21.344,-4.77477,-1.10585,-0.267312,-0.295496,0.517314,-6.112488895654678,3.5605157613754272,77.6728,200.8,3.346666666,200.8,3.346666666,1.93006,0.844984,1.26736,1.93006,-0.844984,3.31019,999.0,0.01587302,C,/players/connor-wong/19896/stats/batting,3,AL,Connor Wong,657136,19896,19896
NYY,Yankees,95.9719,350.167,391.943,78.6267,43.0038,12.2777,0.150768,23.1944,46.7448,63.42,37.373,2.05641,122.503,1.82928,2.41383,0.159938,6.82528,0.427218,0.113635,0.22454,0.30075,0.459178,0.759929,0.324727,0.0953532,0.312553,0.305078,0.234638,1.58791,0.267939,-0.759089,,50.0255,3.71438,-0.297216,-0.490214,-1.2493,0.517203,2.3542145490646362,-10.564138323068619,107.779,460.4,4.795833333,460.4,4.795833333,3.97047,1.57219,0.857925,3.97047,-1.57219,3.8561,254.00999450683594,0.70149254,DH/OF,/players/giancarlo-stanton/4949/stats/batting,9,AL,Giancarlo Stanton,519317,4949,4949
NYY,Yankees,66.8339,238.452,253.038,61.7476,44.0891,11.1948,1.62895,4.83468,27.9166,26.5445,10.9486,0.018512,46.6138,2.11175,1.37848,0.147837,5.387,4.98545,1.42181,0.258952,0.295812,0.380389,0.6762,0.294354,0.0432687,0.184216,0.234879,0.121437,5.30864,0.302115,0.538703,,26.0565,-3.84194,-0.522303,0.0376743,0.576377,0.514302,-3.3371390104293823,-0.19999486207962036,86.9143,245.2,3.659701492,245.2,3.659701492,3.86216,0.887768,1.34764,3.86216,-0.887768,3.20315,999.0,0.01694915,SS,/players/amed-rosario/15518/stats/batting,9,AL,Amed Rosario,642708,15518,15518
KCR,Royals,70.2966,258.749,278.786,62.2087,40.8583,12.8567,0.956048,7.53759,28.3351,30.4406,13.4267,0.316854,51.0339,2.85949,2.67448,1.07604,3.67495,2.16633,0.722834,0.240421,0.28265,0.384891,0.667541,0.288946,0.0481612,0.183058,0.263093,0.14447,3.75616,0.269512,-0.0389472,,27.4837,-5.45703,0.761559,-0.237905,-0.276852,0.510214,-5.812739163637161,1.3642387986183167,83.1992,255.8,3.654285714,255.8,3.654285714,2.88444,0.485272,1.04228,2.88444,-0.485272,3.6103,999.0,0.05128205,2B,/players/michael-massey/27684/stats/batting,7,AL,Michael Massey,686681,27684,27684
TOR,Blue Jays,42.0459,127.327,145.372,27.6901,19.706,4.74329,0.706775,2.53402,15.2791,12.6034,11.3369,0.111368,30.8962,3.25416,0.974714,2.47922,1.83701,1.75036,0.591282,0.217472,0.295894,0.325531,0.621425,0.278204,0.0779854,0.212531,0.366936,0.108059,4.60634,0.265159,-0.126831,,13.0634,-4.11346,0.9579,-0.117752,-0.244583,0.509986,-4.221070364117622,4.202180504798889,76.7916,121.2,2.885714285,121.2,2.885714285,1.48183,0.680892,1.49926,1.48183,-0.680892,3.00098,999.0,0.0,C,/players/tyler-heineman/13897/stats/batting,14,AL,Tyler Heineman,623168,13897,13897
SEA,Mariners,106.581,384.207,421.016,91.6208,57.7023,17.7159,0.762584,15.44,47.5668,51.2579,30.5025,1.72565,98.153,2.78566,3.02218,0.498934,7.76548,4.41006,1.37848,0.238467,0.297036,0.409107,0.706144,0.304859,0.0724497,0.233133,0.310765,0.17064,3.7164,0.278402,-0.453418,,46.9446,-2.80171,0.0891453,-0.271796,-0.725214,0.485139,-0.18877273797988892,-9.560183927416801,101.081,436.9,4.08317757,436.9,4.08317757,2.05455,1.23255,0.409345,2.05455,-1.23255,4.45421,476.489990234375,0.1025641,OF,/players/dominic-canzone/26438/stats/batting,11,AL,Dominic Canzone,686527,26438,26438
CHW,White Sox,117.628,437.214,485.357,107.786,71.7583,19.2085,1.06279,15.756,53.5995,56.4649,41.0305,1.89,84.0446,2.43389,4.08648,0.592781,7.35465,2.81706,0.972513,0.246528,0.312007,0.403436,0.715443,0.31059,0.0845366,0.17316,0.488199,0.156908,3.08111,0.269487,-0.263673,,56.3772,-0.971519,-3.31591,-0.583035,-0.846709,0.473713,-1.9555147290229797,-9.841010093688965,98.0671,510.9,4.329661016,510.9,4.329661016,1.96805,-0.0486886,0.319671,1.96805,0.0486886,4.57377,737.3499755859375,0.38938053,OF,/players/andrew-benintendi/17901/stats/batting,4,AL,Andrew Benintendi,643217,17901,17901
LAA,Angels,115.651,416.805,474.883,94.2769,54.4907,18.6922,0.25292,20.8411,55.5154,58.9734,48.7098,0.533749,129.08,5.24383,3.68535,0.439237,7.3315,0.91959,0.213418,0.22619,0.31243,0.422256,0.734686,0.31957,0.102572,0.271814,0.377362,0.196066,1.99149,0.271412,-0.868928,,58.6229,2.5118,-3.1347,-0.615871,-1.4848,0.472357,0.47714781761169434,-12.20503830909729,103.505,525.8,4.53275862,525.8,4.53275862,1.95763,-3.61449,0.605887,1.95763,3.61449,4.19215,650.22998046875,0.48051948,DH/OF,/players/jorge-soler/14221/stats/batting,1,AL,Jorge Soler,624585,14221,14221
