Team,ShortName,W,L,GS,G,SV,HLD,BS,IP,TBF,H,R,ER,HR,SO,BB,IBB,HBP,ERA,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,GB%,AVG,BABIP,LOB%,FIP,FPTS,FPTS_IP,SPTS,SPTS_IP,WAR,RA9-WAR,InterSD,InterSK,IntraSD,QS,Vol,Skew,Dim,ADP,teamid,League,PlayerName,xMLBAMID,playerids,playerid
NYY,Yankees,0.843772,0.803168,0.262482,8.92641,0.0,0.92479,0.0,10.0504,43.8076,8.53532,5.11463,4.70546,1.25005,10.9717,5.24979,0.252844,0.77577,4.21366,1.37159,9.82497,4.70111,2.08993,1.1194,0.250452,0.119837,0.13061410933732986,,0.225909,0.285023,0.720437,4.36732,46.300000000000004,4.630000000000001,45.0,4.5,0.0037409,0.0230332,0.601618,-1.22186,1.26465,0.0,0.601618,1.22186,3.3138,999.0,9,AL,Carlos Lagrange,801739,sa3019390,sa3019390
HOU,Astros,0.624234,0.632632,0.0,12.4572,0.0,0.98229,0.0,13.9902,60.4297,13.3935,7.73768,7.11867,1.87864,12.9818,5.86057,0.256733,0.463981,4.57948,1.37625,8.35127,3.77013,2.21511,1.20854,0.214825,0.0969816,0.11784356832504272,,0.247546,0.293412,0.692758,4.38117,57.20000000000003,4.085714285714288,56.0,4.0,0.00175109,-0.085142,1.28516,-1.85918,1.21739,0.0,1.28516,1.85918,3.37681,999.0,21,AL,Peter Lambert,663567,17969,17969
DET,Tigers,1.40456,1.11079,0.0,18.9005,0.0,0.912746,0.0,22.1512,95.1413,19.9986,10.8626,9.99362,2.57871,19.0969,9.24205,0.262931,1.44052,4.06039,1.32005,7.75902,3.75503,2.0663,1.04772,0.200721,0.0971403,0.10358081012964249,,0.236786,0.277462,0.717039,4.37106,85.9,3.9045454545454548,83.0,3.772727272727273,0.000350355,0.0375545,1.56179,0.801695,1.1301,0.0,1.56179,-0.801695,3.4932,999.0,6,AL,Dylan Smith,681916,30145,30145
CHW,White Sox,0.100525,0.607442,0.0,7.15065,0.0,0.667197,0.0,7.41,32.1439,6.81029,3.89136,3.58005,0.969723,7.27834,3.22917,0.187848,0.541347,4.34824,1.35485,8.84008,3.92206,2.25394,1.1778,0.22643,0.10046,0.12597006559371948,,0.240024,0.29021,0.708155,4.39847,27.300000000000015,3.900000000000002,28.0,4.0,0.0001463,-0.0347674,0.689319,-0.995729,1.36224,0.0,0.689319,0.995729,3.18367,999.0,4,AL,Zach Franklin,702103,sa3022735,sa3022735
BAL,Orioles,0.597011,0.610567,0.0,11.1047,0.0,1.22389,0.0,12.7095,55.1566,11.6844,6.79498,6.25138,1.91396,12.928,6.10141,0.187501,0.386218,4.42681,1.39942,9.15473,4.32061,2.11885,1.35534,0.234387,0.11062,0.12376701086759567,,0.24008,0.288836,0.727568,4.58983,52.39999999999999,4.03076923076923,51.0,3.923076923076923,-0.000735653,-0.0413726,1.05451,1.27404,1.23217,0.0,1.05451,-1.27404,3.35711,999.0,2,AL,Jose Espada,664744,21131,21131
HOU,Astros,0.536075,0.375163,0.0,8.75632,0.0,0.750345,0.0,9.18113,40.1518,8.60146,5.01043,4.6096,1.18612,8.19803,4.22358,0.198748,0.609639,4.51866,1.39689,8.0363,4.14026,1.94101,1.16272,0.204176,0.10519,0.0989856868982315,,0.24354,0.285927,0.699953,4.60806,35.90000000000001,3.9888888888888903,37.0,4.111111111111111,-0.00162919,-0.0401321,0.898135,1.37752,1.29591,0.0,0.898135,-1.37752,3.27212,999.0,21,AL,Tom Cosgrove,676680,23443,23443
BAL,Orioles,0.629393,0.946746,0.0,13.2183,0.0,1.15771,0.0,13.718,59.2896,12.5303,7.29679,6.71305,1.8691,13.702,5.97868,0.349258,0.86134,4.40426,1.34925,8.98952,3.92246,2.29181,1.22627,0.231103,0.100839,0.13026419281959534,,0.238902,0.28909,0.705513,4.4046,56.20000000000003,4.014285714285717,55.0,3.9285714285714284,-0.00315103,0.0115478,0.774021,-0.389529,1.23231,0.0,0.774021,0.389529,3.35692,999.0,2,AL,Tyson Neighbors,695695,sa3025569,sa3025569
TBR,Rays,1.66977,2.04443,0.0,44.887,0.348549,6.62858,2.05359,47.5378,202.089,42.5644,23.8544,21.946,6.85497,47.7149,19.0603,0.676651,2.12947,4.15489,1.29633,9.03354,3.60856,2.50337,1.2978,0.236108,0.0943163,0.1417921483516693,,0.235293,0.282669,0.725965,4.33953,218.3,4.547916666666667,210.0,4.375,-0.00317365,0.11056,2.43332,1.06428,0.805794,0.0,2.43332,-1.06428,3.92561,999.0,12,AL,Hunter Bigge,685801,26259,26259
ATH,Athletics,2.73616,2.98764,0.239531,53.4665,11.4523,11.0061,2.45843,62.5296,271.453,57.2997,32.0099,29.4491,7.46936,60.0066,29.1914,1.70957,2.8417,4.23867,1.3832,8.63686,4.20157,2.05563,1.07508,0.221057,0.107537,0.11351960897445679,,0.239327,0.289806,0.716537,4.30558,354.90000000000003,5.633333333333334,347.0,5.507936507936508,-0.00367849,0.0939743,1.3969,-1.26954,1.02241,0.175157,1.3969,1.26954,3.63679,631.4199829101562,10,AL,Hogan Harris,663687,21520,21520
ATH,Athletics,1.79671,2.38143,4.68535,17.473,0.0,0.4957,0.469991,40.2666,173.373,41.4938,23.7854,21.8826,6.95019,31.3376,12.9535,0.430787,1.75007,4.89098,1.35217,7.00429,2.89524,2.41924,1.55344,0.180753,0.0747146,0.10603804886341095,,0.261511,0.286951,0.685688,4.91795,120.30000000000001,3.0075000000000003,126.0,3.15,-0.00393969,-0.0398395,1.12571,-1.4418,0.774366,1.70084,1.12571,1.4418,3.96751,999.0,10,AL,Gunnar Hoglund,680684,31318,31318
TOR,Blue Jays,0.433678,0.244379,0.0,5.58896,0.00574834,0.0,0.189404,9.93737,43.1131,10.5124,5.26271,4.84169,1.06567,5.56846,3.2846,0.119105,0.398336,4.38499,1.3884,5.0432,2.97477,1.69532,0.965144,0.129159,0.0761857,0.052973613142967224,,0.266609,0.288046,0.69356,4.52037,36.1,3.6100000000000003,40.0,4.0,-0.00406254,0.0126627,0.709063,-0.468487,1.32612,0.0,0.709063,0.468487,3.23184,999.0,14,AL,Josh Fleming,676596,20418,20418
CHW,White Sox,1.74845,2.0497,0.319648,34.0858,0.0372215,2.71733,0.528558,36.6302,157.615,35.0629,19.4562,17.8997,5.06766,32.8527,14.4513,1.04582,1.50657,4.39794,1.35173,8.07188,3.55067,2.27334,1.24512,0.208437,0.0916875,0.11674951761960983,,0.24752,0.289149,0.708589,4.44683,151.3,4.08918918918919,150.0,4.054054054054054,-0.00467849,0.0341098,1.44436,-1.2607,0.859458,0.0,1.44436,1.2607,3.85406,999.0,4,AL,Tyler Gilbert,656457,17964,17964
LAA,Angels,1.06739,1.92773,0.525779,18.8031,0.0,0.891956,1.37872,23.7073,105.03,23.9059,13.9304,12.8159,3.22328,18.8644,10.0255,0.351839,2.11075,4.86531,1.43127,7.1615,3.80598,1.88164,1.22365,0.179609,0.0954533,0.08415576070547104,,0.257346,0.292101,0.679873,4.84695,84.30000000000001,3.5125000000000006,87.0,3.625,-0.00563029,-0.0981482,1.10753,-1.70218,1.01074,0.123711,1.10753,1.70218,3.65234,999.0,1,AL,Victor Mederos,682989,31533,31533
CHW,White Sox,0.562546,0.785266,0.0,10.583,0.0,0.822876,0.0,10.9668,46.9986,10.4624,5.8832,5.41254,1.62721,10.3129,3.92555,0.273746,0.69731,4.44185,1.31195,8.46337,3.22154,2.62712,1.33539,0.21943,0.0835248,0.13590507209300995,,0.246895,0.29029,0.7023,4.44787,39.80000000000001,3.618181818181819,38.0,3.4545454545454546,-0.00591898,-0.0256552,0.92296,-1.77524,1.28761,0.0,0.92296,1.77524,3.28319,999.0,4,AL,Riley Gowens,803035,sa3022948,sa3022948
LAA,Angels,1.40577,1.75266,0.55031,23.2869,0.0,0.853293,0.0,26.7016,119.427,27.3852,15.4443,14.2087,3.05735,20.9773,12.9689,0.693067,1.37143,4.78916,1.5113,7.07056,4.37128,1.6175,1.03051,0.175649,0.108593,0.06705619394779205,,0.260596,0.30015,0.690525,4.66359,96.7,3.5814814814814815,100.0,3.7037037037037037,-0.00596681,-0.043605,1.24684,-1.16472,0.913038,0.402414,1.24684,1.16472,3.78262,999.0,1,AL,Walbert Urena,700712,sa3018298,sa3018298
TEX,Rangers,0.78549,0.775147,0.0,12.6613,0.0,1.03371,0.0,12.9432,57.4859,11.4892,6.96268,6.40567,1.44799,13.1239,7.55793,0.31954,0.773962,4.45414,1.47159,9.12558,5.25536,1.73644,1.00685,0.228297,0.131474,0.09682241082191467,,0.233738,0.290357,0.710016,4.49274,58.300000000000004,4.484615384615385,55.0,4.230769230769231,-0.00638621,-0.0411358,1.76247,-0.950399,1.19426,0.0,1.76247,0.950399,3.40765,999.0,13,AL,Emiliano Teodo,693713,sa3015158,sa3015158
KCR,Royals,0.645727,0.827146,0.0,11.6252,0.0,0.964329,0.0,12.4236,54.9124,11.3693,6.74834,6.20847,1.42391,12.1868,6.57539,0.253556,0.815061,4.4976,1.44441,8.82847,4.7634,1.8534,1.03152,0.221932,0.119743,0.10218847543001175,,0.239244,0.293278,0.701912,4.44784,51.90000000000001,4.325000000000001,51.0,4.25,-0.00645273,-0.0740491,1.07364,0.669531,1.22071,0.0,1.07364,-0.669531,3.37239,999.0,7,AL,Eric Cerantola,672021,sa3017914,sa3017914
TOR,Blue Jays,0.863825,0.844895,0.3008,11.7046,0.0,0.834565,0.0,13.22,57.0071,13.0393,7.27445,6.69249,1.92615,11.5533,5.2385,0.232989,0.259039,4.55616,1.38259,7.86534,3.5663,2.20546,1.3113,0.202665,0.0918921,0.11077246814966202,,0.253144,0.292221,0.706195,4.52893,50.8,3.9076923076923076,52.0,4.0,-0.00658364,-0.0352643,0.858047,-1.28761,1.21633,0.149878,0.858047,1.28761,3.37823,999.0,14,AL,Jake Bloss,814005,33168,33168
LAA,Angels,0.716179,0.631641,0.0,10.6005,0.0,0.377505,0.0,10.9994,47.8184,8.96528,5.83534,5.36851,1.36993,11.879,5.67832,0.24081,1.16659,4.39267,1.33131,9.71975,4.64616,2.092,1.12092,0.24842,0.118748,0.12967194616794586,,0.218807,0.273958,0.692163,4.46119,48.70000000000001,4.427272727272729,45.0,4.090909090909091,-0.0103091,-0.0269222,0.925019,-0.923919,1.26166,0.0,0.925019,0.923919,3.31779,999.0,1,AL,Angel Perdomo,622780,17759,17759
TOR,Blue Jays,0.840695,0.879274,0.0,17.5582,0.0,1.36575,0.861064,18.7942,80.3522,17.1783,10.8386,9.97155,3.21976,18.6439,7.65973,0.349427,0.823136,4.7751,1.32158,8.92804,3.66803,2.43402,1.54185,0.232027,0.0953268,0.13670020550489426,,0.239022,0.27914,0.688595,4.73231,74.49999999999999,3.9210526315789465,71.0,3.736842105263158,-0.010342,-0.130617,1.10167,-0.678389,1.1285,0.0,1.10167,0.678389,3.49533,999.0,14,AL,Jorge Alcala,660896,19459,19459
ATH,Athletics,0.5947,0.828212,0.0,8.17598,0.0,0.592558,0.0,8.47986,36.8109,8.39096,4.59231,4.22492,1.14136,7.15319,3.22662,0.215341,0.516938,4.48407,1.37002,7.59195,3.42453,2.21693,1.21137,0.194323,0.0876538,0.10666868090629578,,0.253754,0.292643,0.701148,4.52218,32.10000000000001,4.012500000000001,33.0,4.125,-0.0110233,-0.0829403,0.350439,-0.552531,1.31152,0.0,0.350439,0.552531,3.25131,999.0,10,AL,A.J. Causey,822067,sa3028661,sa3028661
CHW,White Sox,0.467886,1.25504,0.274377,14.4725,0.0,1.06647,0.0,16.773,71.6732,16.7904,8.95959,8.24282,2.45751,13.9684,5.35417,0.417596,0.719249,4.42291,1.32026,7.49512,2.87293,2.60888,1.31865,0.19489,0.0747025,0.12018728256225586,,0.255953,0.291475,0.704927,4.46055,71.00000000000001,4.176470588235295,73.0,4.294117647058823,-0.0115486,-0.0118762,1.14203,-0.73612,1.23298,0.200638,1.14203,0.73612,3.35603,999.0,4,AL,Duncan Davitt,701474,sa3020394,sa3020394
BAL,Orioles,0.416814,1.09099,0.577191,9.11948,0.0,0.233621,0.0,12.5568,55.8206,11.4684,7.11392,6.54481,1.75348,12.3525,7.10883,0.184794,0.703175,4.69095,1.47946,8.85356,5.09521,1.73762,1.2568,0.221289,0.127351,0.09393732249736786,,0.238882,0.286553,0.711019,4.84945,42.99999999999999,3.307692307692307,39.0,3.0,-0.0116909,0.0086993,2.3248,-1.75959,1.21566,0.242868,2.3248,1.75959,3.37912,999.0,2,AL,Chayce McDermott,694646,29866,29866
TOR,Blue Jays,0.638228,1.29717,0.0401598,14.7482,0.0,0.517325,0.226825,19.1461,81.7573,18.6073,10.2954,9.47181,2.93505,17.6519,6.29268,0.301108,1.14215,4.45241,1.30053,8.29764,2.958,2.80515,1.37968,0.215906,0.0769678,0.13893865793943405,,0.250359,0.291656,0.702449,4.44905,73.29999999999998,3.857894736842104,75.0,3.9473684210526314,-0.013837,-0.027688,1.59329,-0.616758,1.18443,0.0293669,1.59329,0.616758,3.42076,999.0,14,AL,Lazaro Estrada,681751,24914,24914
CHW,White Sox,0.101636,0.773672,0.0,7.62736,0.0,0.889596,0.0,7.904,34.2546,7.63418,4.30873,3.96403,1.10768,6.98626,3.49426,0.20203,0.125518,4.5137,1.40795,7.955,3.97879,1.99935,1.26127,0.203951,0.102009,0.101942278444767,,0.249199,0.289541,0.712041,4.5631,35.10000000000001,4.387500000000001,36.0,4.5,-0.0147191,0.0184266,0.565408,-1.04624,1.34636,0.0,0.565408,1.04624,3.20486,999.0,4,AL,Adisyn Coffey,676249,sa3014738,sa3014738
BAL,Orioles,1.20687,0.853127,0.0972652,17.9821,0.0,0.725589,0.587222,21.2586,91.2012,21.3918,11.2039,10.3076,2.9204,17.9992,6.95439,0.753019,0.992445,4.36379,1.3334,7.6201,2.9442,2.58818,1.23637,0.197357,0.0762533,0.1211036741733551,,0.256945,0.296326,0.706678,4.34911,79.9,3.804761904761905,82.0,3.9047619047619047,-0.0153175,-0.034847,1.43627,-0.267753,1.12043,0.0711252,1.43627,0.267753,3.50609,999.0,2,AL,Albert Suárez,544150,6175,6175
BOS,Red Sox,1.37372,2.50805,0.0,40.6123,0.844943,6.17954,1.51771,40.3217,175.714,37.6611,21.3543,19.6459,4.95892,35.3973,18.9312,0.491422,1.78525,4.38506,1.40352,7.90084,4.22554,1.86978,1.10686,0.201448,0.107739,0.09370923042297363,,0.242979,0.285257,0.709732,4.51953,171.7,4.2924999999999995,171.0,4.275,-0.0155162,0.0469532,2.11416,0.938043,0.83417,0.0,2.11416,-0.938043,3.88777,744.5599975585938,3,AL,Tommy Kahnle,592454,11384,11384
BOS,Red Sox,0.632201,0.591223,0.0,11.0705,0.0345455,0.628647,0.0,11.7917,51.4858,11.8272,6.63993,6.10873,1.6576,9.72085,4.68909,0.226856,0.655793,4.66249,1.40067,7.41945,3.57895,2.07308,1.26516,0.188806,0.0910754,0.09773103892803192,,0.256327,0.292544,0.695731,4.67366,39.000000000000014,3.2500000000000013,40.0,3.3333333333333335,-0.0161727,-0.0548846,0.909138,1.61681,1.24866,0.0,0.909138,-1.61681,3.33511,999.0,3,AL,Seth Martinez,661527,21045,21045
CHW,White Sox,0.599399,1.24579,0.0,14.2999,0.0,0.980538,0.0,15.5989,65.6501,15.7826,8.35679,7.68825,2.33859,11.3059,4.20462,0.387506,0.270043,4.43583,1.28132,6.52307,2.42591,2.68892,1.34928,0.172214,0.0640459,0.10816824436187744,,0.257989,0.282847,0.695883,4.49509,66.20000000000002,4.137500000000001,68.0,4.25,-0.017122,0.0368532,0.77784,-1.64896,1.26239,0.0,0.77784,1.64896,3.31682,999.0,4,AL,Shane Murphy,690294,sa3020389,sa3020389
NYY,Yankees,1.53995,1.55212,0.0,25.8692,0.0191241,1.7271,0.0,30.2102,131.101,30.2519,16.9264,15.5723,3.85774,24.587,11.1851,0.766137,1.7523,4.63917,1.37162,7.32479,3.33217,2.1982,1.14927,0.187543,0.0853164,0.10222642868757248,,0.256017,0.294188,0.680167,4.45219,113.80000000000001,3.793333333333334,117.0,3.9,-0.0175649,-0.134386,1.52358,-0.900006,0.934726,0.0,1.52358,0.900006,3.7537,999.0,9,AL,Cade Winquest,685464,sa3020805,sa3020805
TBR,Rays,0.267505,0.341815,0.0,10.8298,0.0,1.25419,0.0,11.3339,49.2027,11.8413,6.60293,6.07469,1.58261,8.77392,3.75001,0.0,0.629662,4.82377,1.37564,6.96716,2.97779,2.33971,1.25671,0.178322,0.0762155,0.10210630297660828,,0.26418,0.297644,0.671996,4.56139,32.60000000000001,2.9636363636363643,36.0,3.272727272727273,-0.0200263,-0.126583,1.00682,-0.569973,1.28488,0.0,1.00682,0.569973,3.28682,999.0,12,AL,Alexander Alberto,693739,sa3015986,sa3015986
DET,Tigers,0.666721,0.678232,0.0,8.61437,0.0,0.730254,0.0,8.9091,39.0341,8.44834,4.9797,4.58132,1.23119,8.27917,4.50563,0.229626,0.154683,4.62807,1.45402,8.36364,4.5516,1.83752,1.24375,0.212101,0.115428,0.09667288511991501,,0.245778,0.290271,0.710067,4.64237,38.500000000000014,4.2777777777777795,37.0,4.111111111111111,-0.0226904,-0.0359051,0.412004,-1.85449,1.27272,0.0,0.412004,1.85449,3.30304,999.0,6,AL,Tyler Mattison,694331,sa3018117,sa3018117
SEA,Mariners,0.135464,0.674142,1.359,1.6119,0.0,0.0349807,0.0,7.58212,32.9866,8.7449,4.82999,4.44359,1.41755,3.8641,1.92865,0.0737299,0.249054,5.27455,1.40773,4.5867,2.28931,2.00353,1.68263,0.117142,0.0584678,0.05867390334606171,,0.283844,0.287041,0.672525,5.40798,25.500000000000007,3.187500000000001,29.0,3.625,-0.0227767,-0.0526412,0.761274,-0.810256,1.34465,0.40146,0.761274,0.810256,3.20713,999.0,11,AL,Casey Lawrence,596271,11121,11121
SEA,Mariners,0.44533,0.789378,0.0,11.0611,0.0,0.687559,0.0,11.6536,51.1432,11.2344,6.03363,5.55094,1.30183,10.1293,5.51348,0.297092,0.48333,4.28695,1.43714,7.8228,4.25802,1.83719,1.00539,0.198058,0.107805,0.09025315940380096,,0.248844,0.294601,0.717857,4.39274,53.90000000000001,4.491666666666668,53.0,4.416666666666667,-0.0255355,-0.0240637,0.780208,-1.47768,1.27157,0.0,0.780208,1.47768,3.30458,999.0,11,AL,Alex Hoppe,695380,sa3020836,sa3020836
SEA,Mariners,2.96817,3.20761,0.0245679,44.9532,0.0250244,3.47547,0.969436,47.5696,203.451,43.8054,24.5351,22.5723,6.3206,45.169,19.0299,1.09115,2.18783,4.27059,1.32091,8.54582,3.60039,2.37358,1.19583,0.222015,0.0935357,0.12847890704870224,,0.240381,0.286705,0.709441,4.30149,206.00000000000003,4.291666666666667,201.0,4.1875,-0.0258458,-0.205833,1.85503,-1.80963,0.664412,0.0,1.85503,1.80963,4.11412,999.0,11,AL,Casey Legumina,668984,25921,25921
TBR,Rays,1.3032,1.32569,0.464696,23.4847,0.0188963,0.867859,0.0,30.6251,130.118,29.7249,16.2869,14.9839,4.56827,27.6249,10.2044,0.533577,1.0696,4.40343,1.30381,8.11832,2.99885,2.70715,1.34251,0.212307,0.0784246,0.13388216495513916,,0.250117,0.290323,0.705034,4.37464,116.89999999999998,3.770967741935483,117.0,3.774193548387097,-0.0259447,0.020314,1.91801,-1.0008,1.0006,0.108945,1.91801,1.0008,3.66587,999.0,12,AL,Jesse Scholtens,669947,19205,19205
CHW,White Sox,0.814933,0.860664,0.0,15.1686,0.0,1.04697,0.0,15.7556,67.5088,15.5707,8.48566,7.80681,2.41253,13.6865,5.38525,0.394633,0.703882,4.45943,1.33006,7.81808,3.07618,2.54149,1.3781,0.202737,0.0797711,0.12296608835458755,,0.253514,0.290336,0.70941,4.54779,66.20000000000002,4.137500000000001,68.0,4.25,-0.0266552,0.0368532,0.70553,-1.38514,1.20846,0.0,0.70553,1.38514,3.38872,999.0,4,AL,David Sandlin,689818,sa3020606,sa3020606
SEA,Mariners,0.81082,0.79761,0.0,14.8466,0.0,1.04497,0.0,15.3936,66.5137,13.9864,8.00233,7.36214,1.92247,14.5068,6.84163,0.347675,0.890433,4.30435,1.35304,8.48152,4.00003,2.12037,1.12399,0.218102,0.10286,0.11524119973182678,,0.237939,0.284847,0.707174,4.38077,60.00000000000001,4.000000000000001,59.0,3.933333333333333,-0.0298353,-0.084851,0.985724,1.09309,1.20781,0.0,0.985724,-1.09309,3.38959,999.0,11,AL,Domingo Gonzalez,682445,sa3007495,sa3007495
CHW,White Sox,0.580694,0.567007,0.0964229,9.8062,0.232017,0.411426,0.265616,13.6179,59.2254,12.7161,7.33408,6.74735,1.58109,10.9667,6.0348,0.403888,0.846431,4.4593,1.37694,7.24784,3.98837,1.81724,1.04493,0.185169,0.101895,0.08327323198318481,,0.242933,0.279801,0.690365,4.54978,46.2,3.3000000000000003,45.0,3.2142857142857144,-0.0301134,0.0322466,3.07104,-1.17666,1.24946,0.0,3.07104,1.17666,3.33406,999.0,4,AL,Mike Vasil,678024,30105,30105
TEX,Rangers,0.116751,0.144716,0.0,6.48326,0.0,0.764546,0.0,6.7184,29.6568,6.58939,3.91437,3.60122,0.949194,5.68696,3.38458,0.175453,0.132318,4.82421,1.48458,7.61827,4.534,1.68026,1.27154,0.191759,0.114125,0.07763398438692093,,0.252081,0.289185,0.700929,4.84928,28.3,4.042857142857143,29.0,4.142857142857143,-0.0312728,-0.0460075,0.577017,-0.90437,1.34402,0.0,0.577017,0.90437,3.20797,999.0,13,AL,Robby Ahlstrom,695239,sa3018193,sa3018193
DET,Tigers,0.121235,0.263831,0.0,10.8164,0.0,0.836855,0.174215,11.1909,49.2845,10.0249,6.20262,5.70641,1.46754,10.8866,6.00235,0.15033,0.691827,4.58924,1.43217,8.7553,4.82725,1.81373,1.18023,0.220893,0.12179,0.0991034209728241,,0.235379,0.283016,0.70313,4.68884,48.10000000000001,4.372727272727274,47.0,4.2727272727272725,-0.0313275,-0.0325309,1.05337,-1.26986,1.28005,0.0,1.05337,1.26986,3.29327,999.0,6,AL,Tanner Rainey,663432,17610,17610
CLE,Guardians,1.31033,1.1526,0.0,24.6446,0.0,0.955326,0.0,24.7757,106.109,21.1181,12.5067,11.5062,3.51977,26.9815,11.9525,0.23356,0.941187,4.17971,1.3348,9.80124,4.34186,2.25738,1.27859,0.25428,0.112644,0.14163612574338913,,0.226552,0.280611,0.730696,4.36518,100.20000000000002,4.008000000000001,92.0,3.68,-0.0314137,-0.0280474,0.60582,0.337927,1.04369,0.0,0.60582,-0.337927,3.60842,999.0,5,AL,Andrew Walters,689958,33834,33834
CHW,White Sox,0.819945,0.828184,0.0,12.3468,0.0,0.822876,0.0,12.7946,55.3964,13.2103,7.0635,6.49842,1.76935,9.4643,4.7471,0.324897,0.206679,4.57113,1.40352,6.6574,3.33921,1.9937,1.2446,0.170847,0.0856933,0.08515363186597824,,0.261888,0.291795,0.703727,4.615,44.8,3.446153846153846,46.0,3.5384615384615383,-0.0315063,-0.0210645,0.597914,-1.33637,1.23285,0.0,0.597914,1.33637,3.3562,999.0,4,AL,Tyler Schweitzer,805326,sa3020712,sa3020712
CLE,Guardians,0.70726,0.682122,0.0,9.61312,0.0,0.973728,0.0,9.96202,43.36,10.2453,5.56783,5.1224,1.37193,7.64121,3.7841,0.20138,0.341129,4.62774,1.40829,6.90331,3.41867,2.01929,1.23944,0.176227,0.0872716,0.08895551413297653,,0.261129,0.293611,0.698802,4.63366,43.7,4.37,45.0,4.5,-0.0317678,-0.0939211,0.852579,1.82317,1.27463,0.0,0.852579,-1.82317,3.30049,999.0,5,AL,Jake Miller,681313,sa3018171,sa3018171
BAL,Orioles,0.0710915,0.114181,0.0,5.29148,0.0,0.83519,0.0,5.4834,24.6549,5.4032,3.37431,3.10436,0.79816,5.06382,3.11146,0.146045,0.183509,5.09524,1.55281,8.31133,5.10689,1.62747,1.31003,0.205388,0.126201,0.07918757200241089,,0.25296,0.297139,0.694902,4.98314,16.7,3.34,17.0,3.4,-0.0338305,-0.0477704,0.619989,-1.2267,1.35114,0.0,0.619989,1.2267,3.19847,999.0,2,AL,Eric Torres,701539,sa3017262,sa3017262
SEA,Mariners,0.0908618,0.369877,0.0,5.5972,0.00542609,0.667199,0.0,5.85555,25.4708,5.51272,3.182,2.92744,0.830365,5.18959,2.49764,0.184487,0.420769,4.49948,1.368,7.97642,3.83889,2.07779,1.27628,0.203747,0.0980591,0.10568761825561523,,0.244441,0.283223,0.705092,4.70131,24.500000000000007,4.083333333333335,25.0,4.166666666666667,-0.0344832,-0.0120388,0.98717,0.305806,1.38264,0.0,0.98717,-0.305806,3.15648,999.0,11,AL,Guillo Zuñiga,670871,19588,19588
DET,Tigers,1.03632,1.27357,0.16435,23.4212,0.279478,1.653,0.587119,24.8259,108.641,22.1603,12.7016,11.6855,3.0108,24.1625,13.2612,0.295984,0.975834,4.23627,1.4268,8.75949,4.80752,1.82204,1.09149,0.222407,0.122065,0.10034231841564178,,0.23474,0.284834,0.728053,4.4856,104.89999999999999,4.196,100.0,4.0,-0.035118,-0.00872369,1.9096,0.387961,1.04051,0.0,1.9096,-0.387961,3.61265,999.0,6,AL,Konnor Pilkington,663455,21453,21453
SEA,Mariners,0.911078,0.896618,0.0,17.3481,0.0,1.11036,0.0,18.9388,81.6502,18.3953,9.86756,9.07816,2.1525,15.4411,7.327,0.311206,0.81591,4.31407,1.35818,7.33782,3.4819,2.10742,1.0229,0.189113,0.0897366,0.09937597066164017,,0.250251,0.290498,0.698176,4.27191,79.2,4.1684210526315795,79.0,4.157894736842105,-0.0357723,-0.0928262,1.42979,-1.49617,1.16965,0.0,1.42979,1.49617,3.44046,999.0,11,AL,Cole Wilcox,677961,27481,27481
LAA,Angels,0.0875505,0.58416,0.154909,6.25895,0.0,0.411011,0.0,7.01929,31.3669,7.57468,4.23288,3.89425,0.936195,4.78733,2.86503,0.180923,0.501098,4.99313,1.48729,6.13822,3.67349,1.67095,1.20037,0.152623,0.0913391,0.061284229159355164,,0.270517,0.297994,0.6799,4.94362,16.7,2.3857142857142857,20.0,2.857142857142857,-0.0362096,-0.035487,0.839487,-0.877078,1.34409,0.113277,0.839487,0.877078,3.20788,999.0,1,AL,Joel Hurtado,805871,sa3019774,sa3019774
NYY,Yankees,0.776975,1.35067,0.0,19.1469,0.0150321,0.93254,0.930305,21.1041,91.0297,20.9652,11.7401,10.8009,3.04183,18.0329,7.55929,0.350446,1.09226,4.60611,1.35161,7.69027,3.22371,2.38553,1.29721,0.198099,0.083042,0.1150573194026947,,0.254499,0.292371,0.691685,4.52977,76.9,3.661904761904762,79.0,3.761904761904762,-0.0373795,-0.104219,1.67746,-1.29625,1.12274,0.0,1.67746,1.29625,3.50302,999.0,9,AL,Angel Chivilli,683409,26790,26790
TEX,Rangers,2.60388,3.14456,0.0,55.7778,3.64858,11.57,1.25119,63.4078,274.506,58.5303,33.5659,30.8807,7.49754,55.1859,28.2952,1.61506,3.77125,4.38315,1.36932,7.83299,4.01618,1.95036,1.06419,0.201037,0.103077,0.09796001762151718,,0.241422,0.2839,0.697764,4.44879,308.70000000000005,4.9,306.0,4.857142857142857,-0.0382268,-0.207172,2.53974,1.22462,0.613143,0.0,2.53974,-1.22462,4.18248,999.0,13,AL,Cole Winn,668390,22113,22113
